"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
2;"Hostage taking, Shooting";"147+ (+4)";"79";"Garissa, Kenya";"Garissa University College attack: Six to ten gunmen associated with the Islamic terrorist group Al-Shabaab open fired at the Garissa University in Kenya. Christians were their main target of the attack, with the Islamic extremists separating the Muslims from Christians before executing them. Up to three hundred students are unaccounted for. One hundred and forty-seven students were reported killed, with fears the toll will rise, along with seventy-nine wounded. Four gunmen were killed by security forces.[1][2]";"Al-Shabaab";"War in Somalia";"April";"2015"
2;"Ambush";"5";"7";"Kashmir, India";"Gunmen attacked Indian forces in northeastern India and Kashmir on Thursday, killing five security personnel and wounding seven other people.[3]";"Unknown";"Kashmir conflict";"April";"2015"
2;"Ambush";"3";"4";"Arunachal Pradesh, India";"An ambush of an army convoy in Arunachal Pradesh in the remote northeast killed three soldiers and wounded four others.[3]";"Unknown";"";"April";"2015"
3;"Car bomb";"17";"0";"Sinai, Egypt";"Around 15 Egyptian soldiers and 2 civilians were killed by gunshots and car bombs.";"Unknown";"Sinai insurgency";"April";"2015"
6;"Mass shooting, arson";"24";"Unknown";"Kwajaffa, Nigeria";"Up to two dozen militants associated with Boko Haram set fire to a local village and fired upon the villagers at a mosque. The attackers were disguised as preachers and claimed they had come to preach to the villagers.[4] Up to two dozen are thought to be killed and an unknown number wounded.[5]";"Boko Haram";"Boko Haram insurgency";"April";"2015"
8;"Ambush";"2";"0";"Riyadh, Saudi Arabia";"Unknown militants shot and killed two patrolling policemen killed in Riyadh No group claimed responsibility but the Islamists groups Al-Qaeda and ISIL are suspected.[6]";"Al-Qaeda and |ISIL (suspected)";"";"April";"2015"
10;"Car bomb";"3";"12";"Baghdad, Iraq";"A car bomb blast in Baghdad kills at least three people and injures 12.";"Unknown";"Iraqi Civil War (2014–present)";"April";"2015"
11;"Car bomb";"0";"7";"Ko Samui, Thailand";"A car bomb in the tourist island of Ko Samui was detonated in the basement of a local mall. Seven were injured with no deaths accounts. Multiple vehicle in the vicinity were damaged[7]";"Local Islamic insurgency group";"South Thailand insurgency";"April";"2015"
11;"Mass shooting";"20";"0";"Baluchistan, Pakistan";"Gunmen entered a construction site and shot 20 workers whom they have identified as foreigners. The Baluch Liberation Front claimed responsibility for the attack.[8]";"Baluch Liberation Front";"Baluchistan conflict";"April";"2015"
12;"Bombing";"6";"2";"near Sheikh Zuweid, Sinai, Egypt";"Ansar Bait al-Maqdis millitants attacked an armoured vehicle near Sheikh Zuweid, killing 6 soldiers and injuring another 2.[9]";"Ansar Bait al-Maqdis (ISIL)";"Sinai insurgency";"April";"2015"
12;"Bombing";"8";"45";"Arish, Sinai, Egypt";"Ansar Bait al-Maqdis detonated a bomb outside a police station in Al-Arish. The attack killed 8 people and injured another 45.[9]";"Ansar Bait al-Maqdis (ISIL)";"Sinai insurgency";"April";"2015"
13;"Shooting, Ambush";"5";"Unknown";"Chhattisgarh, India";"5 Chhattisgarh Armed Force (CAF) Jawans were killed in a Maoist ambush near Kirandul, Dantewada, Chhattisgarh";"Naxalites";"Naxalite–Maoist insurgency";"April";"2015"
