"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
1;"Vehicular assault";"0";"3";"Beit Einun, West Bank";"Unknown driver rammed his vehicle at Israeli soldiers in the entrance to Beit Einun in the West Bank, injuring three. The driver fled the scene.[1]";"Palestinian (suspected)";"Israeli–Palestinian conflict";"November";"2015"
1;"Car bomb";"12";"unknown";"Mogadishu, Somalia";"Millitants detonated a car bomb on an hotel in Mogadishu, opening their way inside. They then started shooting and throwing grenades at hotel guests, killing 12 people.[2]";"Al-Shabaab";"War in Somalia";"November";"2015"
3;"Melee attack";"0";"3";"Rishon LeZion, Israel";"A 19-year-old Palestinian stabbed three people in Rishon LeZion, including an eighty-year-old woman, before being apprehended by civilians and police.[3]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"November";"2015"
3;"Melee attack";"0";"1 (+1)";"Natanya, Israel";"A 22-year-old Palestinian man from the West Bank stabbed and seriously injured a 71-year-old man in Netanya. The attacker was shot by the police, who confronted a mob trying to lynch him.[4]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"November";"2015"
4;"Vehicular assault";"1 (+1)";"0";"Halhul, West Bank";"Sulemain Shaheen rammed an border policeman on Highway 60 near Halhul. The policeman was critically injured and died on November 9, the attacker was killed on the spot by other Israeli forces that were on the scene.[5]";"Sulemain Shaheen – lone wolf";"Israeli–Palestinian conflict";"November";"2015"
4;"Suicide bombing";"3";"10";"Arish, Egypt";"A suicide bomber detonated a car bomb Wednesday near the North Sinai Police Officers Club in the city of Al-Arish, killing three police conscripts and injuring 10 others, the Ministry of Interior said. Wilayah Sayna, an Islamic State-affiliated organization claimed responsibility for the attack.[6]";"Wilayah Sayna (Islamic State)";"Sinai insurgency";"November";"2015"
5;"Suicide bombing";"5 (+1)";"0";"Arsal, Lebanon";"A suicide bomber attacked offices in Arsal where the Qalamoun Clerics Association was meeting. The association's head, Sheikh Othman Mansour, was killed as well, along with four other people and the perpetrator.[7]";"unknown";"Syrian Civil War spillover in Lebanon";"November";"2015"
6;"Shooting";"0";"2";"West Bank";"Unknown gunmen shot two Israelis near the Cave of the Patriarchs in Hebron, leaving one with moderate wounds, allegedly with a sniper rifle from a neighborhood near the holy site. No group claimed responsibility.[8]";"unknown";"Israeli–Palestinian conflict";"November";"2015"
6;"Melee attack";"0";"1";"Sha'ar Binyamin, West Bank";"Baraa Issa stabbed and wounded an Israeli civilian in Sha'ar Binyamin Industrial Zone and then fled the scene. A few hours later, he uploaded a video to Facebook, claiming responsibility for the attack and stating he is a member of Al-Aqsa Martyrs' Brigades.[8]";"Baraa Issa (Al-Aqsa Martyrs' Brigades or lone wolf)";"Israeli–Palestinian conflict";"November";"2015"
6;"Shooting";"0";"1";"Beit Einun junction, West Bank";"16 year old Palestinian shot and wounded an IDF soldier. Shin Bet arrested the attacker a day later.[9]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"November";"2015"
7;"Bombing, shooting";"12";"15";"Baghdad, Iraq";"Multiple bombs were set off across Baghdad in the Duwanim, Nahrawan, and Tarmiya areas. The blasts killed 9 and left 15 wounded. Three men were also found shot dead. No one has claimed responsibility for the attacks, but Islamic State is suspected.[10]";"Islamic State (suspected)";"Iraqi Civil War";"November";"2015"
9;"Vehicular assault";"0 (+1)";"4";"Kfar Tapuach, West Bank";"Sulemain Shaheen rammed his vehicle at a hitchhiking station at Tapuach Junction, wounding four pedestrians. Forces that were on the scene shot and killed the driver.[11]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
9;"Melee attack";"0 (+1)";"1";"Beitar Illit, West Bank";"A Palestinian woman stabbed a guard in Beitar Illit. The attacker was shot and killed by Israeli forces.[11]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
9;"Melee attack";"0";"1";"Nabi Ilyas, West Bank";"Two Palestinians stabbed an Israeli customer in a Palestinian shop.[11]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
9;"Suicide bombing";"3 (+2)";"14";"Ngouboua, Chad";"Two suicide bombers, suspected to be sent by Boko Haram, have detonated themselves in a village on the shores of Lake Chad. 3 people were killed in the blast, including two kids and another 14 were wounded.[12][13]";"Boko Haram (suspected)";"Boko Haram insurgency";"November";"2015"
9;"Suicide bombing";"4 (+1)";"20+";"Fotokol, Cameroon";"14-year-old girl suicide bomber detonated herself at a mosque in Fotokol, killing five people and injured over 20. The army managed to foil another attack by another child bomber.[14]";"Boko Haram (suspected)";"Boko Haram insurgency";"November";"2015"
10;"Melee attack";"0";"1(+1)";"Pisgat Ze'ev, Israel";"Two Palestinians aged 11 and 14 stabbed a security guard on the Jerusalem light rail.[15]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
12;"Suicide bombing";"43";"240";"Beirut, Lebanon";"2015 Beirut bombings: Islamic State suicide bomber detonated a bike loaded with explosives and when onlookers gathered, another suicide bomber detonated himself on them bringing the casualties to 43 dead and 240 wounded.[16]";"Islamic State";"Syrian Civil War spillover in Lebanon";"November";"2015"
13;"Shooting";"2";"2";"Mount Hebron, West Bank";"Unknown gunmen ambushed and shot a family car with seven passengers, killing two men and wounding two other, including a 16-year-old teen. The perpetrators fled the scene.[17]";"unknown";"Israeli–Palestinian conflict";"November";"2015"
13;"Bombing";"19";"33";"Baghdad, Iraq";"Attacks targeting Shiites in Baghdad, including a suicide bombing. The blasts killed 19 and left 33 wounded. Islamic State claimed responsibility for the attacks.[18]";"Islamic State";"Iraqi Civil War";"November";"2015"
13;"Attack";"130 (+7)";"368";"Paris, France";"November 2015 Paris attacks: A series of co-ordinated attacks began over about 35 minutes at six locations in central Paris. The first shooting attack occurred in a restaurant and a bar in the 10th arrondissement of Paris. There was shooting and a bomb detonated at Bataclan theatre in the 11th arrondissement during a rock concert. Approximately 100 hostages were then taken and overall 90 were killed there. Other bombings took place outside the Stade de France stadium in the suburb of Saint-Denis during a football match between France and Germany.[19]";"Islamic State";"Wave of Terror in Europe";"November";"2015"
14;"Arson";"0";"0";"Peterborough, Ontario, Canada";"Assailants set fire to Al-Salaam Mosque in Peterborough city, Ontario province, Canada. There were no reported casualties in the attack. No group claimed responsibility for the incident.[20]";"Unknown";"Terrorism in Canada";"November";"2015"
16;"Melee Attack";"0";"1";"Toronto, Canada";"Assailants assaulted a Muslim woman in Flemingdon Park neighborhood, Toronto city, Ontario province, Canada. The woman was injured in the attack. No group claimed responsibility for the incident; however, sources noted that the assailants called the victim a \"terrorist.\"[21]";"Unknown";"Terrorism in Canada";"November";"2015"
17;"Bombing";"34+";"80";"Yola, Nigeria";"A bombing took place in a farmer's market near a major road in Yola, Nigeria. Red Cross and National Emergency Management Agency (NEMA) have reported 32 dead and 80 wounded. No group has claimed responsibility but Boko Haram is suspected.[22][23]";"Boko Haram (suspected)";"Boko Haram insurgency";"November";"2015"
18;"Suicide bombing";"15 (+2)";"123+";"Kano, Nigeria";"Two girls, aged 11 and 18, detonated themselves in a busy mobile phone market in Kano, Nigeria, killing at least 15 and injuring at least 123. Boko Haram is suspected. The attack is thought to have been revenge for an earlier call by the Emir of Kano, a traditional leader, for citizens to take up arms against the Islamist militants.[24]";"Boko Haram (suspected)";"Boko Haram insurgency";"November";"2015"
18;"Shooting, suicide bombing";"2 (+1)";"5";"Sarajevo, Bosnia and Herzegovina";"2015 Sarajevo shooting: Perpetrator Enes Omeragic killed two soldiers and opened fire on a bus, resulting in three more injured civilians. A few hours later Omeragic killed himself with a bomb.[25]";"Lone wolf associated with the Salafi movement";"Wave of Terror in Europe";"November";"2015"
19;"Melee attack";"2";"1";"Tel Aviv, Israel";"2015 synagogue stabbing: A thirty-six-year-old Palestinian man killed two and injured one at a makeshift synagogue in Tel Aviv. He was captured just after the attack and brought into custody.[26][27]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
19;"Shooting";"3";"5";"Gush Etzion Junction, West Bank";"2015 Gush Etzion Junction shooting: A Palestinian man opened fire on a line of traffic in Gush Etzion, in the West Bank region. The attacker then fled the scene, only to shoot at and intentionally ram into a group of pedestrians at a nearby junction.[28]";"lone wolf";"Israeli–Palestinian conflict";"November";"2015"
20;"Hostage taking, Shooting";"27 (+3)";"2";"Bamako, Mali";"2015 Bamako hotel attack: A group of gunmen, who were believed to be Islamic, took several hostages at the Radisson Hotel in Bamako, Mali—among them are 140 visitors and 30 employees. Al-Mourabitoun and Al-Qaeda in the Islamic Maghreb claimed responsibility for the attack.[29]";"Al-MourabitounAQIM";"Northern Mali conflict";"November";"2015"
