"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
2;"Car bomb";"10";"25";"Latakia, Syria";"A van filled with explosives was detonated in front of a school on the outskirts of Latakia, Bashar al Assad's stronghold, hurting 35 people, of them 10 dead. Syrian sources say this is the largest attack on Latakia since 2011.[1]";"Unknown";"Syrian Civil War";"September";"2015"
3;"Suicide bombing and car bomb";"32";"92";"Sana'a, Yemen";"Islamic State claimed that Qusai al-Sanaani blew himself up after sunset prayers inside the Al-Muayad mosque in the northern Jarraf district, home to many senior figures from the Shiite Houthi rebels that control Sana'a.
The militants said a bomb-laden vehicle parked nearby also exploded as medics arrived on the scene, bringing the death toll to at least 28 people and wounding some 75 more, according to medical officials.[2]";"Islamic State";"Yemeni Civil War";"September";"2015"
3;"Suicide bombing";"10+";"100+";"Kerawa, Cameroon";"Two suicide attacks occurred in the city of Kerawa in Cameroon, close to the Nigerian border. The first occurred in a market and the second 200 meteres from a military base. The attack killed at least 10 people and injured at least 100 people, mainly civilians. Authorities blame Boko Haram for the attack.[3]";"Boko Haram (suspected)";"Boko Haram insurgency";"September";"2015"
4;"Car bomb";"26";"50";"Al-Suwayda, Syria";"Two car bombs where detonated in Al suwayda, one in the outskirts and the second in a hospital, bringing the toll to 26 killed and 50 injured. The first attack killed Sheikh Wahid al-Balous, a prominent Druze cleric.[4] Pro government reported that a man called Wafi Abu Traba is suspected of the attack. He is said to be a member of al-Nusra Front.[5]";"al-Nusra Front (Suspected)";"Syrian Civil War";"September";"2015"
11;"Car bomb";"2";"Unknown";"Rafah, Egypt.";"Ansar Bait al-Maqdis detonated a car bomb in Egyptian Rafah, killing a woman and a child, the Egyptian Army report. The attack occurred during Egypt's operation \"Right of the Martyr\" which have killed over 80 militants since the beginning of the week.[6][7]";"Ansar Bait al-Maqdis (Islamic State)";"Sinai Insurgency";"September";"2015"
11;"Bombing";"7+";"20+";"Yola, Nigeria";"A bomb was detonated in Yola, Adamawa State and killed at least 7 people and wounded another 20. The attack occurred in Malkohi camp, were displaced people from Boko Haram's insurgency found shelter.[8]";"Boko Haram (suspected)";"Boko Haram insurgency";"September";"2015"
14;"Stone-throwing";"1";"2";"East Jerusalem";"Abed Mohamed Abed Rabu Dawiat (19) and his gang ambushed and stoned an Israeli vehicle in Jerusalem, causing it to lose control and crash. The driver, 64-year-old Alexander Levlovitch, succumbed to his wounds and two other passenger were injured. The attack occurred on the eve of Rosh Hashanah.[9]";"Abed Mohamed Abed Rabu Dawiat and his gang";"Israeli–Palestinian conflict";"September";"2015"
14;"Car bomb";"20+";"70+";"Al-Hasakah, Syria";"A suicide car bomb was detonated in Khashman neighborhood Al-Hasakah city in northern Syria. Half-an-hour later, a second a truck full with explosives was detonated in the Western part of the city, bringing the death toll to at least 20-30 deaths and over 70 injuries including women and children. Russian sources claimed that Khaled Taha - the governor of the region and his family are buried under the rubble of a house destroyed by a blast. Al-Hasakah was recently retaken from Islamic State by YPG and Syrian forces and administrated by the government of Syria and Rojava. Islamic State is suspected for the attack.";"Islamic State (suspected)";"Syrian civil war";"September";"2015"
17;"Melee attack";"0 (+1)";"1";"Berlin, Germany";"Forty-one-year-old Iraqi citizen, identified only as Rafik Y stabbed a German policewoman in the neck. The policewoman was sent after she and her partner responded to calls of a man wielding a knife. The other policeman then shot Rafik and he died of his wounds.[10]";"Rafik Y (Lone Wolf)";"Wave of Terror in Europe";"September";"2015"
17;"Bombing, shooting";"20";"10+";"Peshawar, Pakistan";"Taliban militants attacked a military base on the outskirts of Peshawar, killing 20, including 16 in a mosque. In the subsequent gunfight, 13 militants were reported to have been killed by security forces. 10 soldiers and an unknown number of civilians were injured during the attack.[11]";"Taliban";"War in North-West Pakistan";"September";"2015"
